^GSPC,CPI,^IRX,GLD,HUC.TO,AGG,^VIX,^N225,^GDAXI,^IXIC,CADUSD=X,JPYUSD=X,USDEUR=X,USDCNY=X,M2
1066.109985351562,25.000000000000004,0.05000000074505805,102.69000244140622,21.840000152587887,104.41000366210936,24.760000228881836,9891.099609374998,5587.450195312499,2097.5500488281245,0.936768174171448,0.010930156335234645,0.6738499999046327,6.819600105285646,8469.223251680714
1036.18994140625,25.11000061035156,0.04500000178813934,102.52999877929688,21.440000534057614,104.80999755859375,30.69000053405762,10034.740234375,5414.959960937501,2045.109985351562,0.921998918056488,0.011100011877715588,0.6787499785423278,6.817500114440919,8468.706226919778
1020.4437296718506,25.273699656288105,0.03930264309276578,101.98095335014875,21.402020023087136,104.89404888552694,33.74599175149046,10043.377135283248,5354.0470484271145,2013.7124008512303,0.9130075292916611,0.01117953955773934,0.6802203723542618,6.817116118556868,8468.44100179904
1029.3699235001889,25.363059242289363,0.035903288952189,102.30935678769903,21.48302967223446,104.61625281663257,32.256363134786184,9906.19975624284,5415.468242898099,2025.1244606695823,0.9173473837456986,0.011125371560724644,0.6775737318518708,6.818353114021322,8468.586088698956
1042.8800048828123,25.299999237060547,0.039999999105930314,103.94999694824219,21.440000534057617,104.3199996948242,29.780000686645504,9802.9501953125,5430.819824218748,2049.199951171875,0.927988111972809,0.011063170619308945,0.6768599748611451,6.818900108337402,8469.3
1045.4100341796877,25.1299991607666,0.05000000074505806,106.45999908447267,21.440000534057624,104.18000030517578,28.809999465942386,9841.758881837903,5353.35009765625,2057.320068359375,0.9377343654632568,0.01106317061930895,0.6788399815559389,6.817999839782716,8470.68632241996
1046.5,25.170000076293945,0.04500000178813934,107.0999984741211,22.299999237060547,104.01000213623047,27.719999313354492,9844.3095703125,5444.229980468749,2055.52001953125,0.9409993290901186,0.011025601997971536,0.6725400090217593,6.818600177764893,8472.628940025921
1066.6300048828123,25.139999389648434,0.035000000149011605,106.9800033569336,22.139999389648438,104.27999877929686,25.43000030517578,9717.440429687502,5480.919921874999,2105.3200683593755,0.9389671087265016,0.01101685594767332,0.672129988670349,6.817599773406982,8474.95681122229
1069.300048828125,25.13999938964844,0.04500000178813934,107.43000030517578,21.500000000000004,104.37000274658205,24.190000534057617,9789.349609375,5488.25,2112.4399414062505,0.9317059516906739,0.011125946417450905,0.6734499931335449,6.817399978637695,8477.498894413475
1075.584145136387,25.14531481375827,0.04651158617161357,107.92954693749437,21.437578177516333,104.40458945178068,23.653101653824514,9826.354019587663,5534.1308053162675,2123.8442851781006,0.9327318008406316,0.011171401288580405,0.6715101896315113,6.816751243795347,8480.084148003882
1086.6504017487991,25.144657876317243,0.04172588598317768,108.21126990262024,21.796655967479882,104.45735771582491,23.38022693030807,9805.746564392335,5593.218238903094,2144.3397942952806,0.9403936886334704,0.011151685339565877,0.6680816245033615,6.816041274760882,8482.541530397924
